Wall time,Step,Value
1756569423.761959,4096,0.21162109076976776
1756569429.9850588,6144,0.15620116889476776
1756582508.29703,8192,0.140625
1756582524.2613127,12288,0.07907714694738388
1756582543.6650963,16384,0.035400390625
1756582560.1966548,20480,0.03066406212747097
1756582576.9049933,24576,0.0205078125
1756582593.5996275,28672,0.0031005858909338713
1756582612.929635,32768,0.01835937425494194
1756582630.5613277,36864,0.03835449367761612
1756582647.3310428,40960,0.0031982422806322575
1756582663.7779737,45056,0.0008544921875
1756582682.761207,49152,0.008129882626235485
1756582704.5787747,53248,0.0070556639693677425
1756582726.6184247,57344,0.0046142577193677425
1756582745.704629,61440,0.01936035230755806
1756582764.8348186,65536,0.01210937462747097
1756582782.5445585,69632,0.0015625000232830644
1756582802.3583603,73728,0.0086669921875
1756582822.584608,77824,0.00791015662252903
1756582842.3358512,81920,0.00839843787252903
1756582862.2103817,86016,0.004345702938735485
1756582883.637002,90112,0.010009765625
1756582904.0463257,94208,0.0126953125
1756582923.9206703,98304,0.001708984375
1756582944.5830882,102400,0.01987304724752903
1756582964.3443987,106496,0.02104492112994194
1756582985.6833122,110592,0.0014160156715661287
1756583005.4095502,114688,0.0020263672340661287
1756583025.7674882,118784,0.01381835900247097
1756583043.4099016,122880,0.0068359375
1756583061.7447867,126976,0.0015869140625
1756583078.1823192,131072,0.01040039025247097
1756583095.0898688,135168,0.01691894605755806
1756583112.651765,139264,0.010815429501235485
1756583130.8871531,143360,0.04020996019244194
1756583151.7223058,147456,0.00961914099752903
1756583173.117777,151552,0.0037841796875
1756583193.0301576,155648,0.0113525390625
1756583211.8467276,159744,0.0033203125931322575
1756583232.7400746,163840,0.02985839918255806
1756583252.2570777,167936,0.0093994140625
1756583269.9031427,172032,0.0017822266090661287
1756583285.1017997,176128,0.006274414248764515
1756583301.9876404,180224,0.007519531063735485
1756583318.412967,184320,0.01958007737994194
1756583334.8555055,188416,0.011425781063735485
1756583353.9741294,192512,0.0012939453590661287
1756583372.6591575,196608,0.01345214806497097
1756583391.8811579,200704,0.006152343936264515
1756583410.6838593,204800,0.004443359561264515
1756583430.2977479,208896,0.0037597655318677425
1756583449.1310263,212992,0.00852050818502903
1756583471.0987773,217088,0.01171875
1756583488.6165586,221184,0.01047363318502903
1756583505.7806544,225280,0.03371582180261612
1756583521.7027507,229376,0.04892577975988388
1756583538.5265884,233472,0.01193847693502903
1756583554.5245447,237568,0.014941406436264515
1756583570.6007695,241664,0.01860351487994194
1756583587.3462732,245760,0.02482910081744194
1756583604.7248373,249856,0.014599609188735485
1756583620.5556562,253952,0.04580078274011612
1756583637.3207486,258048,0.0063232420943677425
1756583655.7157538,262144,0.02634277381002903
1756583672.1674788,266240,0.004931640811264515
1756583688.0580328,270336,9.765625145519152e-05
1756583704.4609852,274432,0.01809081993997097
1756583720.9554296,278528,0.0255126953125
1756583736.9171505,282624,4.882812572759576e-05
1756583753.6418886,286720,0.01357421837747097
1756583769.953693,290816,0.00827636756002903
1756583786.8579621,294912,0.04252929612994194
1756583802.30245,299008,0.01943359337747097
1756583817.2995753,303104,0.0008789062267169356
1756583835.1274343,307200,0.01315918006002903
1756583850.959658,311296,0.0026367187965661287
1756583870.9923954,315392,0.0030029297340661287
1756583894.3483071,319488,0.006176757626235485
1756583911.8948662,323584,0.0068359375
1756583938.4793766,327680,0.01474609412252903
1756583964.322742,331776,0.0008544921875
1756583982.4929042,335872,0.0181884765625
1756584000.2206101,339968,9.765625145519152e-05
1756584023.3625648,344064,0.004687500186264515
1756584043.2757328,348160,0.01645507849752903
1756584067.064435,352256,0.01169433631002903
1756584089.1752272,356352,0.0030517578125
1756584107.1300626,360448,0.02126464806497097
1756584123.3836703,364544,0.012890624813735485
1756584142.3376253,368640,0.00019531250291038305
1756584159.6085453,372736,0.0009765625
1756584176.4528768,376832,0.0010498047340661287
1756584194.8511941,380928,0.0035644532181322575
1756584214.115213,385024,0.0037353516090661287
1756584232.31547,389120,0.0005615234258584678
1756584252.2189448,393216,0.013720703311264515
1756584270.822246,397312,0.0023681640159338713
1756584289.8923018,401408,0.00991210900247097
1756584307.9979897,405504,0.006054687313735485
1756584326.3507679,409600,0.02902832068502903
1756584342.1030848,413696,0.0033691406715661287
1756584357.6032639,417792,0.008984374813735485
1756584375.9783509,421888,0.0010009765392169356
1756584392.9981637,425984,0.008618163876235485
1756584410.5078511,430080,0.005859375
1756584429.2281191,434176,0.01284179650247097
1756584445.0916708,438272,0.014331054873764515
1756584459.9047303,442368,0.01328125037252903
1756584474.556356,446464,0.0003417968691792339
1756584488.9896517,450560,0.0042724609375
1756584512.1013465,454656,0.010449218563735485
1756584531.9554205,458752,0.004223632626235485
1756584552.2216988,462848,0.010205077938735485
1756584570.950724,466944,0.01025390625
1756584588.794423,471040,0.0008300781482830644
1756584606.0916245,475136,0.0011474608909338713
1756584623.8569534,479232,0.0036376952193677425
1756584639.4107463,483328,0.004101562313735485
1756584658.6248553,487424,0.005444335751235485
1756584677.4281163,491520,0.0061279297806322575
1756584694.714191,495616,0.00864257849752903
1756584712.2316477,499712,0.0016113281017169356
1756584729.8509638,503808,0.000732421875
1756584746.4801607,507904,0.00830078125
1756584765.2879224,512000,0.004687500186264515
1756584783.6743183,516096,0.0035400390625
1756584803.4867988,520192,0.0009521484607830644
1756584822.672258,524288,0.0
1756584842.0817232,528384,0.0072265625931322575
1756584861.3159761,532480,0.0004394531133584678
1756584879.2580378,536576,0.0053466795943677425
1756584895.5392263,540672,0.0025878907181322575
1756584914.1278265,544768,0.00537109375
1756584931.5220866,548864,0.012451171875
1756584947.8225434,552960,0.0006103515625
1756584965.5873952,557056,0.005566406063735485
1756584981.0472682,561152,0.0007568359142169356
1756584996.3563128,565248,0.00893554650247097
1756585015.3277209,569344,7.324219041038305e-05
1756585035.638442,573440,0.0009033203241415322
1756585054.0137997,577536,0.0
1756585074.4275184,581632,0.0021484375465661287
1756585097.2859528,585728,0.00244140625
1756585117.8458474,589824,0.00815429724752903
1756585136.8222942,593920,0.0016601562965661287
1756585160.8281934,598016,0.005444335751235485
1756585178.1515791,602112,0.0005859375232830644
1756585194.0951452,606208,0.0001220703125
1756585211.0987322,610304,0.0016601562965661287
1756585228.0441349,614400,0.00341796875
1756585246.804125,618496,0.0005859375232830644
1756585269.0774167,622592,0.000244140625
1756585291.1231894,626688,0.0016845703357830644
1756585310.5186384,630784,0.0004150390741415322
1756585328.5905867,634880,0.0003906250058207661
1756585349.3139355,638976,0.0008789062267169356
1756585368.6525905,643072,0.0
1756585385.8990843,647168,0.0021728514693677425
1756585405.6643684,651264,0.000244140625
1756585423.675558,655360,9.765625145519152e-05
1756585441.8183103,659456,0.0
1756585460.99561,663552,0.0009277343633584678
1756585478.6916492,667648,0.0015869140625
1756585495.4965916,671744,0.0053955079056322575
1756585512.6489136,675840,0.002197265625
1756585530.6426668,679936,0.0027099610306322575
1756585548.000467,684032,0.0020019530784338713
1756585566.7318652,688128,0.0001464843808207661
1756585586.29789,692224,4.882812572759576e-05
1756585604.1464381,696320,0.0025878907181322575
1756585621.3908427,700416,0.0
1756585640.3429804,704512,0.0002685546933207661
1756585657.9917307,708608,0.00019531250291038305
1756585675.607509,712704,0.0006835937383584678
1756585693.8040898,716800,0.0011962890857830644
1756585712.9113002,720896,0.0006347656017169356
1756585730.4287918,724992,0.0043701170943677425
1756585748.9870567,729088,0.004150390625
1756585768.4099035,733184,0.0005615234258584678
1756585785.6570415,737280,0.0002685546933207661
1756585803.364516,741376,0.003173828125
1756585822.1777956,745472,0.0
1756585840.156976,749568,0.0015380859840661287
1756585858.474023,753664,0.0018798827659338713
1756585877.472171,757760,0.0013183593982830644
1756585898.604219,761856,0.0004394531133584678
1756585923.113039,765952,0.0010742187732830644
1756585951.7377524,770048,0.0008544921875
1756585969.9461749,774144,0.0
1756585986.2253249,778240,0.0057128905318677425
1756586006.064659,782336,2.441406286379788e-05
1756586025.6207106,786432,0.0018310546875
1756586042.7546475,790528,0.0006347656017169356
1756586062.1691177,794624,0.0
1756586079.4905107,798720,0.0
1756586096.6189182,802816,0.0
1756586115.2545087,806912,0.0014892577892169356
1756586133.1330733,811008,0.0
1756586152.5310807,815104,0.0010742187732830644
1756586169.9992924,819200,0.0030029297340661287
1756586188.6383677,823296,0.0010986328125
1756586205.3920398,827392,0.00820312462747097
1756586221.3705401,831488,0.0004638671816792339
1756586239.1681252,835584,0.006640625186264515
1756586256.1297762,839680,0.0007812500116415322
1756586272.756758,843776,0.0011718750465661287
1756586289.6127868,847872,7.324219041038305e-05
1756586310.093823,851968,0.0
1756586328.3707776,856064,0.004223632626235485
1756586344.6448483,860160,0.0003906250058207661
1756586361.388337,864256,0.0
1756586376.1582558,868352,0.0013427734375
1756586390.2984927,872448,0.0
1756586404.5785713,876544,0.006396484561264515
1756586421.4447186,880640,0.0032470703590661287
1756586437.2093813,884736,0.0011230468517169356
1756586452.9948165,888832,0.0001464843808207661
1756586468.4943452,892928,0.0009521484607830644
1756586487.1533816,897024,0.0001464843808207661
1756586504.459882,901120,0.0
1756586523.1748178,905216,0.0012939453590661287
1756586542.692593,909312,0.0
1756586561.4770327,913408,4.882812572759576e-05
1756586576.538331,917504,0.0034423829056322575
1756586591.4767697,921600,0.0
1756586607.8909636,925696,0.0027099610306322575
1756586623.3552003,929792,0.001953125
1756586638.7160609,933888,0.0006347656017169356
1756586653.8258307,937984,0.0004150390741415322
1756586669.307661,942080,0.0011474608909338713
1756586683.9635892,946176,0.0013183593982830644
1756586700.2036386,950272,0.0004394531133584678
1756586717.8017278,954368,0.0015136718284338713
1756586732.6474607,958464,0.0013427734375
1756586748.9081464,962560,0.0
1756586768.7583718,966656,0.0007568359142169356
1756586787.2990332,970752,0.0008789062267169356
1756586803.4685102,974848,0.0025390624068677425
1756586819.6048317,978944,0.0
1756586838.1956747,983040,0.0006103515625
1756586855.2636762,987136,0.0011230468517169356
1756586871.3023708,991232,0.0019287109607830644
1756586886.3878973,995328,0.0
1756586905.2961466,999424,0.0
1756586922.41535,1003520,0.0020996094681322575
